페이지,순번,게시일,리포트명,종목명,티커,거래소,투자의견,PDF URL,PDF 파일명,리포트 현재주가,Bear 목표가,Base 목표가,Bull 목표가,목표가 통화,목표가 세부,투자포인트,추출 상태,비고
10,3,2023-05-25T03:52:45,"Equity Research, Bank of America Corp.",Bank of America Corp.,BAC,NYSE,Buy,http://snusmic.com/wp-content/uploads/2023/05/23_1_3주차_수정보고서_5팀_Bank_of_America_Corp.pdf,2023-05-25_equity-research-bank-of-america-corp.pdf,28.47,,33.17,,USD,rating=Buy; base=33.17,"1을 통해 동사는 여타 기업과 다르게 현재 뱅크런의 촉매 로 작용하는 요소들에 있어 자유롭고, 사람들이 잃은 신뢰를 Stress Test 라는 결과로 증 명할 것임을 보이고, 투자포인트 2를 통해 동사의 견조한 이익체력을 조명하고 시장이 되 돌려 준 신뢰라는 씨앗을 실적이라는 열매로 증명할 기업임을 확인할 것이다. 이후 제시하 는 매매 전략을 통해, 투자자로서 동사에 접근하는 방식을 합리적으로 제안할 것이다. Income Statement |(단위: 백만 $)|2018 2019 2020 2021 2022|1Q23|2023E| |---|---|---|---| |Net Interest Income<br><br>YOY(%)<br><br>Interest Income<br><br>YOY(%)<br><br>Interest Expense|48,162...",ok,markdown reextract
10,4,2023-05-25T03:52:10,"Equity Research, 기가비스",기가비스,420770,KRX,Buy,http://snusmic.com/wp-content/uploads/2023/05/23_1_3주차_수정보고서_4팀_기가비스.pdf,2023-05-25_equity-research-기가비스.pdf,,,84800.0,,KRW,rating=Buy; base=84800,"09 - Point1. 지금까지 이런 맛은 없었다, FC-BGA 내층 검사시장 09 - Point2. 반도체 기판의 주치의, 기가비스 14 - 4. 매출추정 21 - 5. 우리 기가비스는요 – 투자전략 23 - 6. Valuation – Peer PER Valuation 26 - 7. Appendix 32 ##### IPO 대어의 등장, 기가비스 – 기업분석 ‘23년 5월, 금년 IPO 최대 기대주 기가비스의 등장으로, 코스닥 IPO 시장에 10조원에 육박하는 청 약증거금이 몰리며 올해 최고치를 갈아치웠다. 모든 투자자들의 관심을 한 몸에 받은 IPO 대어 기 가비스, “너 도대체 정체가 뭐야?” ###### 1.1. IPO 대어, 기가비스를 소개합니다 ‘패키징 기판 검사, 수리 장비 제조 동사는 반도체 패키징 기판을 검사, 수리하는 장...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
10,5,2023-05-25T03:51:41,"Equity Research, 루닛",루닛,328130,KRX,Buy,http://snusmic.com/wp-content/uploads/2023/05/23_1_3주차_수정보고서_3팀_루닛.pdf,2023-05-25_equity-research-루닛.pdf,68800.0,,122700.0,,KRW,rating=Buy; base=122700; case_1=64900; case_2=122700; case_3=175800,"- DCF 26 Appendix #### 인류의 숙원 사업, 암 정복 – 산업 분석 ###### 1.1. 인간에게 가장 치명적인 질병, 암 암, 인류 역사상 가장 두려운 질병 암은 인간에게 가장 두려운 존재인 죽음을 불러오는, 인류가 간절하게 정복을 원하는 질병이다. '21년 국내에서 암으로 인한 사망자는 10만명 당 151명으로 사망 원인 1위를 기록했는데, 이는 2 위인 심장질환의 61명보다 2배 이상의 압도적 수치였다. 전 세계적으로는 매년 1000만명의 사 람이 암으로 인해 사망한다. 그러나 인간이 평생 암을 선고받을 확률은 무려 30%이며, 인류의 수명이 길어짐에 따라 필연적으로 선고받을 수 있는, 인류의 역사와 함께하는 질병이기도 하다. 폐암과 유방암 흔히 발병하지만 가장 치명적 본 보고서에서는 여러 종류의 암 중, 가장 발병...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX; Case target prices parsed; base target uses median case value; review scenario semantics
10,6,2023-05-25T03:51:04,"Equity Research, JW중외제약",JW중외제약,001060,KRX,Buy,http://snusmic.com/wp-content/uploads/2023/05/23_1_3주차_수정보고서_2팀_JW중외제약.pdf,2023-05-25_equity-research-jw중외제약.pdf,24600.0,,35600.0,,KRW,rating=Buy; base=35600,"1. 고지혈증 해결사 리바로젯 많은 사람들이 고지혈증을 앓고 있으며, 이는 다양한 합병증을 유발하는 심각한 질환 이다. 동사의 대표 라인업 리바로 패밀리는 타 치료제 대비 당뇨병 발병 위험을 낮춘 다는 장점을 인정받아 고지혈증 치료제 시장에서 점유율을 늘려가고 있다. 특히, 복 합제 시장의 성장 속에서, 장점과 장점을 더한 동사의 리바로젯은 시장에 빠르게 침 투하여 동사의 Top-line, Bottom-line 성장을 견인하고 있다. 리바로젯과 함께 열어 갈 동사의 밝은 미래에 주목할 때이다. - 투자포인트 2. 헴리브라, 출격 준비완료 일상을 누리려면 매주 2~3번씩 병원에 가서 정맥주사를 맞아야 했던 혈우병 환자들. 이들에게 진정한 일상을 돌려줄 치료제, 헴리브라가 2017년에 출시되었다. 동사는 발 빠르게 국내 판권을 확보하여 식약...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
10,7,2023-05-25T03:49:46,"Equity Research, Eneti Inc.",Eneti Inc.,NETI,NYSE,Buy,http://snusmic.com/wp-content/uploads/2023/05/23_1_3주차_수정보고서_1팀_Eneti_Inc.pdf,2023-05-25_equity-research-eneti-inc.pdf,8.39,,14.64,,USD,rating=Buy; base=14.64,"- Point 1. 온 연안이 대형터빈 풍력발전 - Point 2. 터빈은 커지는데 설치할 WTIV는 부족하다 - Point 3. 늘어나는 해상풍력, 올라가는 Day rate - 4. 매출 추정 - 5. Valuation – DCF Method - 6. 투자전략 - 7. Appendix 06 09 09 14 17 21 23 - 30 - 31 #### 1. Delving into Offshore WTG Value-chain – 산업분석 1 Nov 2014 해상풍력으로의 강력한 모멘텀이 온다. 해상풍력은 이제 거스를 수 없는 거대한 흐름이 되었다. 육상에서 시작한 풍력은, 수송과 제 작 기술 등의 발전과 이로부터 말미암은 원가절감으로 인해 해상풍력으로 그 기조를 전환해 나가고 있다. 또한, 발전소를 짓는 데에 사업자의 관점에서 강력한 드라이...",ok,markdown reextract
10,8,2023-05-11T16:45:26,"Equity Research, 태광",태광,023160,KRX,Buy,http://snusmic.com/wp-content/uploads/2023/05/23_1_2주차_수정보고서_5팀_태광.pdf,2023-05-11_equity-research-태광-2.pdf,18120.0,,28840.0,,KRW,rating=Buy; base=28840,"에 앞서- 08 - 3. 전통에너지, 권위는 영원하리라 – 투자포인트 1 11 - Point 1. 빵빵해진 지갑과 함께 돌아왔다, 중동의 기름 부자들! - Point 2. 북미향 LNG 터미널 수주 - Point 3. 중동과 북미 LNG, 아시아가 쓸게~ - Point 4. 동사의 든든한 하방, 국내 매출 - 4. 장기적 미래, 원전과 수소 – 투자포인트 2 21 - 5. 매출추정 23 - 6. 피팅의 새로운 동반자, 2차전지 장비부품 – Plus α 25 - 7. Valuation – Historical PBR Method 27 - 8. Appendix 33 #### 1. 왜 ‘피팅’ 산업에 주목해야 하는가? - 산업 분석 ###### 1.1. 관과 관의 연결고리, 피팅 피팅은 배관 설치시 필요한 관이음쇠를 총칭하며 용접용 피팅과 계장...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
10,9,2023-05-11T16:44:55,"Equity Research, 진시스템",진시스템,363250,KRX,Buy,http://snusmic.com/wp-content/uploads/2023/05/23_1_2주차_수정보고서_4팀_진시스템.pdf,2023-05-11_equity-research-진시스템.pdf,17990.0,,32800.0,,KRW,rating=Buy; base=32800,"08 - Point1. 진시스템을 비추는 거대한 태양 08 - Point2. 금광 속 1등 광부, 진시스템 15 - 4. Issue & Risk 22 - 5. 매출추정 23 - 6. Valuation – Historical Peer PER Valuation 25 - 7. Appendix 30 ##### To the Next, 진시스템 – Intro & 주가 분석 우리는 모두 코로나19를 겪었고, 코 찡긋하게 하는 PCR검사를 누구나 한 번쯤은 경험해보았을 것 이다. 코로나19로 폭발적으로 증가한 PCR검사 수요는 진단장비 및 키트를 개발, 제조하는 SD바이 오센서, 씨젠, 동사와 같은 진단 기업들의 무서운 주가 상승세를 견인했다. 그러나 코로나19의 끝 은 찾아왔고, PCR검사의 기억 또한 점점 희미해지고 있다. 과거: 사라진 영광 엔데...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
10,10,2023-05-11T16:44:21,"Equity Research, 태웅",태웅,044490,KRX,Strong Buy,http://snusmic.com/wp-content/uploads/2023/05/23_1_2주차_수정보고서_3팀_태웅.pdf,2023-05-11_equity-research-태웅-3.pdf,13700.0,,28600.0,,KRW,rating=Strong Buy; base=28600,"- PBR Method (2023E) (단위 : 백만 원) 2018 2019 2020 2021 2022 2023E 2024E 2025E |매출액<br><br>YoY(%)|289,546 370,535 344,404 322,332 393,866<br><br>-4.9% 28.0% -7.1% -6.4% 22.2%|484,122 586,535 661,935<br><br>22.9% 21.2% 12.9%| |---|---|---| |풍력 설비 조선&선박엔진 발전(원자력 등) 산업플랜트 산업기계|121,481 149,612 199,026 150,130 165,103 17,594 28,286 28,542 29,079 50,305 11,191 23,974 10,459 12,314 18,073 71,600 88,750 45,250 42,970 51,325...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
10,11,2023-05-11T16:43:41,"Equity Research, SK디앤디",SK디앤디,210980,KRX,Buy,http://snusmic.com/wp-content/uploads/2023/05/23_1_2주차_수정보고서_2팀_SK디앤디.pdf,2023-05-11_equity-research-sk디앤디-2.pdf,22300.0,,38000.0,,KRW,rating=Buy; base=38000,"1. 부동산침체 속 오피스 호황, 별은 어두워야 보인다 2022년 이후 금리가 상승하고 주택 수요가 감소하면서 미분양이 속출하였고, 건설과 부동산 경기가 얼어붙으면서 부동산 PF 부실화에 대한 우려가 고개를 들었다. 그러 나 동사는 다르다. 부동산 경기악화의 중심에 서 있는 주택이 아니라 오피스 위주로 Pipeline이 구성되어 있다. 서울권 오피스 임대시장은 공급 Shortage로 공실률이 2% 대까지 떨어졌으며, 임대수익은 끊임없이 오르고 있어 아주 매력적이다. 자산가격 하 락에 대한 우려 또한 ‘24년을 기점으로 해소될 전망으로 동사의 Pipeline에 대한 수 요는 견조할 것으로 보인다. 이러한 상황 속 동사는 이익체력을 입증하며 시장의 우 려를 해소하고 날아오를 것이다. - 투자포인트 2. 명실상부 친환경 디벨로퍼 친환경으로의...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
10,12,2023-05-11T16:41:02,"Equity Research, 레이",레이,228670,KRX,Strong Buy,http://snusmic.com/wp-content/uploads/2023/05/23_1_1주차_수정보고서_1팀_레이.pdf,2023-05-11_equity-research-레이.pdf,34550.0,,73700.0,,KRW,rating=Strong Buy; base=73700,"1 - 4. 레이페이스, 페이스 올려 – 투자포인트 2 - 5. 매출 추정 - 6. Valuation – Peer PER Method - 7. Appendix 06 09 18 22 25 31 #### 1. 치과의사 김원장 되어보기 – 산업분석 1 Nov 2014 치과의사가 ‘손기술’만 좋아야 했던 시대는 지났다. 의료 기기의 발전은 치과 치료 전 과정에 서 치과의사의 역량을 강화하고, 치과의 생산성을 개선했다. 나아가 각 치료과정을 유기적으 로 연결시켜 강력한 시너지를 발생시켰고, 우리는 이러한 치과 치료 과정의 혁신을 ‘디지털 덴티스트리’라고 부른다. ###### 1.1. 치과의사 되어보기 치과치료 과정 - 1) 스캔(Scan) - 2) 디자인(Design) - 3) 제작(Make) 치과 치료 과정은 크게 3가지로 구분할 수 있다. 첫...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
11,1,2023-04-13T14:16:18,"Equity Research, 파마리서치",파마리서치,214450,KRX,Buy,http://snusmic.com/wp-content/uploads/2023/04/23_1_1주차_수정보고서_5팀_파마리서치.pdf,2023-04-13_equity-research-파마리서치.pdf,86800.0,,111600.0,,KRW,rating=Buy; base=111600,"08 - 3. Issue & Risk 21 - 4. 매출추정 24 - 5. Valuation 28 - 6. Appendix 33 ##### 미용 & 치료, 둘 다 놓치지 않을 거예요! - 산업 분석 & 기업 분석 본 보고서의 주인공, 파마리서치는 크게 ① 의료기기, ② 의약품, ③ 화장품의 세 종류의 사업부를 영위하고 있다. 동사의 사업부가 총 세 가지 산업에 걸쳐 있는 만큼, 투자포인트 설명에 앞서 본 산 업 & 기업 분석에서는 사업부의 경중을 따져 동사 분석에 필수적인 요소 중심으로 다룰 것이다. 1.1. 사업 중심으로, 산업 알아보기. 미용의료기기와 관절강 주사만 봅시다 (1) 의료기기 사업부 동사의 심장이자 매 분기마다 점점 매출비중을 늘려가고 있는 핵심 사업부이다. 투자포인트의 주 인공인 ‘리쥬란’과 ‘콘쥬란’이 해당 사업부의...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
11,2,2023-04-13T14:15:47,"Equity Research, 아스플로",아스플로,159010,KRX,Buy,http://snusmic.com/wp-content/uploads/2023/04/23-1_1주차_수정보고서_4팀_아스플로.pdf,2023-04-13_equity-research-아스플로.pdf,13500.0,,20300.0,,KRW,rating=Buy; base=20300,"1. 반도체 Outsider to Insider 반도체 공정의 선단화로, 더욱 ‘청정’하고 정교한 금속 부품이 요구되고 있다. 동사는 오랜 준비 끝에 장비용 금속 부품 시장에 뛰어들며 거대한 파도 위에 올라탔다. 글로벌 장비사 들의 러브콜과 고객사의 국산화 니즈로 이제 활짝 기지개를 펼 때다. 반도체 시장의 변두 리에서 벗어나 거대한 시장의 메인스트림에 들어선 동사, 이제 부품사로서 구조적 변화를 맞이할 때이다. - 투자포인트 2. 흔들리지 않는 편안함, 그 이상의 본업 동사의 든든한 뒷배, 본업인 시공용 부품 사업 부문을 조명한다. 불확실성이 가득한 반도 체 Cycle에도 삼성전자의 Shell-first 전략은 단기적 하방을, 국내 반도체 메가클러스터 사 업은 장기적 성장동력을 제공한다. 더불어 고마진의 신제품 대구경 시공부품과 빔바튜...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
11,3,2023-04-13T14:14:54,"Equity Research, JTC",JTC,950170,KRX,Strong Buy,http://snusmic.com/wp-content/uploads/2023/04/23_1_1주차_수정보고서_3팀_JTC.pdf,2023-04-13_equity-research-jtc.pdf,4075.0,,7100.0,,KRW,rating=Strong Buy; base=7100,- PER Method (2023E) ###### 주요 주주 구철모 41.66% 어쎈타제오호사모… 30.12% SMIC 3 팀 팀장 46 기 이태성 - 팀원 46 기 신기원 - 팀원 47 기 김우주 팀원 47 기 김예준 팀원 47 기 류지혁 # CONTENTS - 1. 산업 & 기업 분석 일본에서 중국인을 대상으로 '면세점'하는 한국 회사의 이야기 03 - 2 & 3. 투자포인트 - 중국의 방일 단체 관광 허가 최대 수혜주 - Point 0. 1위까지 오는데 우연은 한 줄도 없었어 – C 절감 & M/S 확대 08 - Point 1. 오늘부터 유커들의 꿈은 일본 여행이야 – P & Q 상승 12 - 4. 매출 추정 20 - 5. Issue & Risk 23 - 6. Valuation – Peer PER Method 25 Appendix...,ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
11,4,2023-04-13T14:13:56,"Equity Research, 글로벌텍스프리",글로벌텍스프리,204620,KRX,Strong Buy,http://snusmic.com/wp-content/uploads/2023/04/23_1_1주차_보고서_2팀_글로벌텍스프리-1.pdf,2023-04-13_equity-research-글로벌텍스프리-2.pdf,3800.0,,4925.0,3800.0,KRW,rating=Strong Buy; base=4925; bull=3800,"1. Greetings To Foreigners 전세계 관광객들의 보복소비(P) 파워는 굉장했다. 하지만 가장 중요한 귀빈인 중국인 관광객의 회복은 아직이다. 엄격한 방역 정책으로 억눌린 중국의 여행 수요는 강력하 며, 이 영향력은 세계 각지에서 나타나고 있다. 그들을 위한 레드카펫은 이미 깔렸다. 한중 항공편은 올해 말까지 코로나19 이전 수준으로 회복할 전망이다(Q). 쓰나미처럼 밀고 들어올 중국인 관광객들은 살아나는 불씨에 기름을 들이부을 것이다. - 투자포인트 2. 요요 없는 다이어트 성공 높아진 P와 Q에서 끝날 줄 알았다면 큰 오산이다. 팬데믹을 거치며 슬림해진 비용구 조는 동사 Bottom-line의 가파른 성장을 야기할 것이다. 리베이트 경쟁의 위협도 사 라졌다. 그 사이 비실비실해진 경쟁사들은 재무가 탄탄한 동사와 리베이...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
11,5,2023-04-13T14:04:33,"Equity Research, 큐브엔터",큐브엔터,182360,KRX,Buy,http://snusmic.com/wp-content/uploads/2023/04/23_1_1주차_수정보고서_1팀_큐브엔터.pdf,2023-04-13_equity-research-큐브엔터.pdf,24200.0,,41900.0,,KRW,rating=Buy; base=41900,"- 4. 무시할 수 없는 모회사의 선물 – 코스메틱 부문 - 5. 매출 추정 - 6. Valuation – Peer PER Method - 7. Appendix 07 10 19 22 24 31 ##### 1. 엔터 산업 A to Z – 산업분석 1 Nov 2014 1.1. 엔터 산업 해체하기 1) K-Pop의 중심에는 아이들, 아니 아이돌이 있다! K-Pop의 진정한 성장기는 '20년도부터 -ing 우리에게는 익숙한 시장, K-Pop. 그러나 진정한 성장은 '20년도부터 이루어졌다. '20년을 기 점으로 음반 시장의 크기는 3배 이상 커졌고, 대형 기획사뿐만 아니라 중소형 기획사의 아티 스트도 하나 둘 빌보드 차트에 이름을 올리기 시작했다. BTS가 개척해 놓은 글로벌 시장을 차지하기 위한 전쟁이 시작되었다. ###### 이러한 K-Po...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
11,6,2022-12-08T00:44:19,"Equity Research, 포스코홀딩스",포스코홀딩스,005490,KRX,Buy,http://snusmic.com/wp-content/uploads/2022/12/22_2_4주차_수정보고서_5팀_POSCO홀딩스.pdf,2022-12-08_equity-research-포스코홀딩스.pdf,295000.0,,365000.0,,KRW,rating=Buy; base=365000,"1 - 3. 포스코, Steel Alive – 투자포인트 2 - 4. Valuation – SOTP Method (with EV/EBITDA) 08 3 18 25 Appendix 31 ##### 1. POSCO홀딩스의 환골탈태 – 기업분석 & 사업분석 1 Nov 2014 ###### 1.1. 신사업 발굴의 사령관, POSCO홀딩스 POSCO홀딩스, 지주회사로 새롭게 출범 12년간 세계에서 가장 경쟁력 있는 철강사 1위의 신화를 쓴 포스코 그룹은 올해 3월, POSCO 홀딩스를 지주사로 하여 새롭게 출범하였다. 동사 POSCO홀딩스는 철강사업을 비상장 신설 법인으로 물적 분할한 포스코와 포스코인터내셔널, 포스코케미칼 및 비상장 법인 등을 거느 리며 그룹 전체의 신사업을 발굴하는 컨트롤 타워의 역할을 수행하게 되었다. 구조조정: 철강을 넘어...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
11,7,2022-12-08T00:44:03,"Equity Research, 삼성엔지니어링",삼성엔지니어링,028050,KRX,Buy,http://snusmic.com/wp-content/uploads/2022/12/22_2_4주차_수정보고서_4팀_삼성엔지니어링.pdf,2022-12-08_equity-research-삼성엔지니어링.pdf,23700.0,,33800.0,,KRW,rating=Buy; base=33800,"- PBR Method (2022E) (단위: 백만 원) 2017 2018 2019 2020 2021 3Q22누적 2022E 2023E |매출액<br><br>YoY (%)|5,513,447 5,466,958 6,392,058 6,749,174 7,486,696<br><br>-21% -1% 17% 6% 11%|7,114,714<br><br>-|9,772,839 10,023,137<br><br>31% 3%| |---|---|---|---| |매출원가 매출총이익<br><br>GPM (%)|5,177,201 4,928,694 5,592,595 6,076,895 6,625,376 336,246 538,264 799,463 672,279 861,320<br><br>6.1% 9.8% 12.5% 10.0% 11.5%|6,355,074 759,640<b...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
11,8,2022-12-08T00:43:48,"Equity Research, SNT에너지",SNT에너지,100840,KRX,Buy,http://snusmic.com/wp-content/uploads/2022/12/22_2_4주차_수정보고서_3팀_SNT에너지.pdf,2022-12-08_equity-research-snt에너지.pdf,22850.0,,35500.0,,KRW,rating=Buy; base=35500,"중동 플랜트 호황 수혜 - 3. MENA BIG WAVE – Point 1 09 - 4. 중동 전용 선풍기와 보일러 – Point 2 14 - 5. 매출 추정 22 - 6. Valuation 25 - 7. Appendix 30 ##### 1. 산업분석 – 플랜트 산업 ###### 1.1. 플랜트 산업 소개 플랜트 = 공정을 위한 설비 레거시 산업의 재림, ‘Plant’라는 용어가 자주 등장한다. ‘Plant’라는 용어를 떠올렸을 때 공장 ‘Factory’와 무엇이 다른 것인지 직관적으로 와 닿지 않을 수 있다. ‘Plant’는 제품을 생산, 처 리 등을 하기 위한 일련의 과정이 주가 되는 건물과 장소를 말하며, ‘Factory’는 특정 품목의 생산이 주가 되는 건물과 장소를 말한다. 다시 말해, 플랜트는 정해진 공정에 따라 제품을 생 산...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
11,9,2022-12-08T00:43:35,"Equity Research, 셀트리온",셀트리온,068270,KRX,Buy,http://snusmic.com/wp-content/uploads/2022/12/22_2_4주차_수정보고서_2팀_셀트리온.pdf,2022-12-08_equity-research-셀트리온-3.pdf,174000.0,,222000.0,,KRW,rating=Buy; base=222000,"Method로 현금흐름할인법이 가장 적 절하다고 판단하였다. DCF 중에서도 FCFF Method를 활용하여 자본적 지출을 위해 기업이 창출할 수 있는 현금흐름이 어떻게 되는지 파악하였고, 이를 Valuation에 반 영하였다. 만개하는 바이오시밀러 시장 날이 가면 갈수록 증가하는 의료비 재정 부담, 각국 정부는 이에 골머리를 앓고 있었 다. 하지만 이때, 바이오시밀러가 혜성처럼 등장했다. 오리지널과 효능의 차이는 없으 면서 가격이 저렴한 바이오시밀러는 각국 정부의 시름을 덜어주었다. 이에 유럽, 미국 을 중심으로 아낌없는 정책적 지원이 계속되며 바이오시밀러 시장에 훈풍이 불고 있 - 다. 이러한 상황속에서 램시마의 성공과 함께 세계적인 반열에 들어선 동사는 탄탄한 파이프라인을 보유하고 있다. 준비된 동사 여기서 끝이 아니다. 2023년...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
11,10,2022-12-08T00:43:19,"Equity Research, 한국항공우주",한국항공우주,047810,KRX,Buy,http://snusmic.com/wp-content/uploads/2022/12/22_2_4주차_수정보고서_1팀_한국항공우주.pdf,2022-12-08_equity-research-한국항공우주.pdf,47000.0,,67000.0,,KRW,rating=Buy; base=67000,"27 - 7. Appendix 34 ##### 1. 군비 증강의 Cycle이 다시 시작된다 ###### 1.1. 세계사를 다시 쓸 러-우 전쟁의 발발 대부분의 사람들은 전쟁에 대해 잊고 지냈다. 전쟁은 과거의 것, 더 높은 가치를 좇아 먼 길 을 걸어온 이 세계에 다시는 일어날 수 없는 일처럼 느껴졌던 것이다. 그러나 러시아는 ‘22 년 2월 우크라이나를 침공했고, 전 세계인은 경악 속에서 국제 사회의 잔인함을 목도한다. 국제 사회의 직접적인 대응은 없었다 우크라이나는 이 전장에서 분명 혼자다. 불법적인 대규모 전면전이 시작되었음에도 불구하고, 국제 사회는 제3차 세계대전의 발발, 혹은 각자의 국익을 우려하며 적극적인 개입을 꺼렸다. 특히 우크라이나는 핵 폐기를 대가로 미/영/러 3국에 안전을 보장받는 ‘부다페스트 안전 보 장 각서’를...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
11,11,2022-11-25T08:54:33,"Equity Research, Noble Corporation PLC",Noble Corporation PLC,NE,NYSE,Buy,http://snusmic.com/wp-content/uploads/2022/11/22_2_3주차_수정보고서_5팀_Noble_Corporation_PLC.pdf,2022-11-25_equity-research-noble-corporation-plc.pdf,38.26,,47.16,,USD,rating=Buy; base=47.16,"– 에너지 대항해 시대의 Noble레옹 - 3. 해양 시추, 이 에너지 전쟁을 끝내러 왔다 - 4. 해양 시추 시장의 동트는 해, Noble Corp. - 5. 매출 추정 - 6. Valuation – Peer EV/EBITDA Valuation 07 10 18 24 26 Appendix 31 ###### Intro – 에너지 뉴노멀 속 포착해야 할 기회 1 Nov 2014 지난 10년간 서방국가는 저금리, 저물가 속에서 무형자산 구축에 여념 없었고, 나아가 ESG라 는 패러다임에 온 신경을 집중했다. 동시에 그들은 그 이면에 존재하는 값싼 석유와 가스의 중요성을 망각했고, 그 결과 에너지 공급망에 대한 투자는 매우 저조했다. 당장이라도 석유와 - 가스 없이 살 수 있을 것만 같던 날들이었다. 하지만 올해를 기점으로 전세는 180도 역전...",ok,markdown reextract
11,12,2022-11-25T08:54:30,"Equity Research, MP Materials",MP Materials,MP,NYSE,Buy,http://snusmic.com/wp-content/uploads/2022/11/22_2_3주차_수정보고서_4팀_MP_Materials.pdf,2022-11-25_equity-research-mp-materials.pdf,32.47,,51.4,,USD,rating=Buy; base=51.4,"13 - 4. 매출 추정 24 - 5. Valuation – Peer PER Method (12F of 2024E) 25 - 6. Appendix 30 ##### 왜 ‘희’토류인가 – 지금 NdPr에 주목해야 하는 이유 희토류, 말 그대로 ‘희귀’하다. 당신의 가벼워진 노트북, 스마트폰부터 전투기까지. 희토류는 쓰이지 않는 곳이 없을 정도로 국제정세에서 희토류를 손에 쥔 자의 힘은 절대적이다. 이에 본 장에서는 제각기 종류와 사용처가 다른 여러 희토류 중에서도 무엇에, 왜 주목해야 하는 지 그 핵심을 짚어내도록 하겠다. 중국이 장악한 막강한 카드, 희토류 패권 ###### 1.1. 버렸던 카드가 가장 중요한 카드로 되돌아오다 전쟁은 시작됐다. 총성만 들리지 않을 뿐, 중국과 미국의 다툼은 ‘자존심 대결’을 넘어 패권 싸움으로 번졌다. 그...",ok,markdown reextract
12,1,2022-11-25T08:54:26,"Equity Research, Wolfspeed",Wolfspeed,WOLF,NYSE,Buy,http://snusmic.com/wp-content/uploads/2022/11/22_2_3주차_수정보고서_3팀_Wolfspeed.pdf,2022-11-25_equity-research-wolfspeed.pdf,88.06,,109.68,,USD,rating=Buy; base=109.68,"26 - 7. Appendix 31 ##### Intro 늑대의 속도는 시속 60km 남짓이다. 늑대의 순간적인 속도는 대형 고양잇과 동물에 뒤지지 만, 뛰어난 지구력을 바탕으로 끈질긴 추격전을 벌여 사냥한다. 세계 1위 SiC 전력반도체 기업 Wolfspeed는 이러한 늑대의 특성과 온전히 닮아 있다. - 1) 전기차 시장의 성장과 전기차 시장 내 SiC 전력반도체 침투율 증가로 수요의 이중적 성 장이 예견되어 있고, - 2) SiC 전력반도체의 저력이 세상에 알려지지 않을 때부터 홀로 묵묵히 추진해온 기술개발 과 공격적인 증설로 공급은 일찍부터 준비되어 있다. - 3) 그 누구보다도 오랜 시간 끈질기게 SiC 반도체만을 추격해왔기에, 이제 경쟁사들을 멀리 따돌려 추격 없는 경주가 펼쳐질 일만 남았다. 순간적으로 반짝이다가 사라질 기업...",ok,markdown reextract
12,2,2022-11-25T08:54:23,"Equity Research, Tenaris S.A.",Tenaris S.A.,TS,NYSE,Buy,http://snusmic.com/wp-content/uploads/2022/11/22-2-3주차-수정보고서_2팀-Tenaris-S.A.-1.pdf,2022-11-25_equity-research-tenaris-s-a.pdf,17.22,,24.44,,USD,rating=Buy; base=24.44,"인 PBR Method에 무리가 없다고 판단하였다. P & Q의 동반성장 폭증하는 시추 설비와 대규모 에너지 투자. 에너지 쇼크를 맞이한 각 국가와 기업들 은 땅과 바다 할 것 없이 끊임없이 원유와 천연가스를 뽑아내고 있다. OCTG 산업을 리드하며 전 세계로 제품을 판매하는 동사는 역대급 호황을 맞이했다. 제품가격과 판 매량 모두 역사상 최고 수준이다. 앞으로도 대규모 프로젝트들이 동사를 기다리고 있 다. 동시에 인수합병을 통한 CAPA 확장까지. 이보다 더 좋을 수 있을까. C 부담으로부터 자유로워지다 코로나19, 우크라이나-러시아 전쟁으로 야기된 세계정세 혼란은 Supply Chain의 파괴 와 수급의 등락을 수반했다. 이로 인해 원자재 가격은 급등하였으며 동사 또한 이런 흐름에서 자유롭지 못했다. 하지만 세계는 혼란에 적응하고 있...",ok,markdown reextract
